full date,Day,Month,year,Open Today,Open 1d,High 1d,Low 1d,Close 1d,Adj Close 1d,Volume 1d,Open 2d,High 2d,Low 2d,Close 2d,Adj Close 2d,Volume 2d,Open 3d,High 3d,Low 3d,Close 3d,Adj Close 3d,Volume 3d,Up Today
38238,4,9,2004,50.420422,50.555557,51.051052,49.854855,50.840839,50.840839,5847500,50.525524,50.920921,49.709709,50.055054,50.055054,5152400,49.644646,51.236237,49.51952,50.805805,50.805805,15118600,1
38239,5,9,2004,51.316315,50.420422,51.566566,50.300301,51.201202,51.201202,4985600,50.555557,51.051052,49.854855,50.840839,50.840839,5847500,50.525524,50.920921,49.709709,50.055054,50.055054,5152400,0
38240,6,9,2004,50.850849,51.316315,51.406406,50.550552,51.206207,51.206207,4061700,50.420422,51.566566,50.300301,51.201202,51.201202,4985600,50.555557,51.051052,49.854855,50.840839,50.840839,5847500,1
38243,2,9,2004,53.36837,50.850849,53.333332,50.700699,52.717716,52.717716,8698800,51.316315,51.406406,50.550552,51.206207,51.206207,4061700,50.420422,51.566566,50.300301,51.201202,51.201202,4985600,1
38244,3,9,2004,53.778778,53.36837,54.259258,53.283283,53.803802,53.803802,7844100,50.850849,53.333332,50.700699,52.717716,52.717716,8698800,51.316315,51.406406,50.550552,51.206207,51.206207,4061700,1
38245,4,9,2004,55.335335,53.778778,56.056057,53.448448,55.8008,55.8008,10828900,53.36837,54.259258,53.283283,53.803802,53.803802,7844100,50.850849,53.333332,50.700699,52.717716,52.717716,8698800,1
38246,5,9,2004,56.226227,55.335335,57.172173,55.155155,56.056057,56.056057,10713000,53.778778,56.056057,53.448448,55.8008,55.8008,10828900,53.36837,54.259258,53.283283,53.803802,53.803802,7844100,1
38247,6,9,2004,57.267269,56.226227,57.957958,55.880882,57.042042,57.042042,9266300,55.335335,57.172173,55.155155,56.056057,56.056057,10713000,53.778778,56.056057,53.448448,55.8008,55.8008,10828900,1
38250,2,9,2004,58.533535,57.267269,58.803802,56.831833,58.803802,58.803802,9472500,56.226227,57.957958,55.880882,57.042042,57.042042,9266300,55.335335,57.172173,55.155155,56.056057,56.056057,10713000,1
38251,3,9,2004,59.964966,58.533535,60.860863,58.443443,59.739738,59.739738,10628700,57.267269,58.803802,56.831833,58.803802,58.803802,9472500,56.226227,57.957958,55.880882,57.042042,57.042042,9266300,0
38252,4,9,2004,58.758759,59.964966,60.270271,58.813812,58.978977,58.978977,7228700,58.533535,60.860863,58.443443,59.739738,59.739738,10628700,57.267269,58.803802,56.831833,58.803802,58.803802,9472500,1
38253,5,9,2004,59.479481,58.758759,59.894894,58.463463,59.249249,59.249249,7581200,59.964966,60.270271,58.813812,58.978977,58.978977,7228700,58.533535,60.860863,58.443443,59.739738,59.739738,10628700,1
